x,y,z,qw,qx,qy,qz,k11,k12,k13,k21,k22,k23,k31,k32,k33,d11,d12,d13,d21,d22,d23,d31,d32,d33
0.29100526,0.55088132,0.24529090,0.50046031,-0.34611255,0.48899198,0.62500593,135.68570175,27.24448380,-9.10872646,27.24448380,185.88793705,125.05105008,-9.10872646,125.05105008,100.88987827,42.56882294,-17.22398055,-8.82921330,-17.22398055,7.30819203,4.52774896,-8.82921330,4.52774896,53.58456186
0.29097197,0.55193960,0.24528117,0.50048700,-0.34553674,0.48937083,0.62500665,134.90251504,27.01275088,-8.87720328,27.01275088,185.83645587,125.24355965,-8.87720328,125.24355965,100.94674394,42.68525065,-17.01902621,-9.12992109,-17.01902621,7.11598263,4.57899535,-9.12992109,4.57899535,53.32520531
0.29093874,0.55299546,0.24527167,0.50051385,-0.34496070,0.48975127,0.62500536,134.12061999,26.78757953,-8.64613007,26.78757953,185.78377504,125.43547828,-8.64613007,125.43547828,101.00321969,42.79187923,-16.80794236,-9.43107689,-16.80794236,6.92360888,4.62703146,-9.43107689,4.62703146,53.06976126
0.29090553,0.55404883,0.24526241,0.50054083,-0.34438442,0.49013332,0.62500206,133.34006109,26.56905489,-8.41557266,26.56905489,185.72977085,125.62676663,-8.41557266,125.62676663,101.05924550,42.88863834,-16.59089599,-9.73248709,-16.59089599,6.73126720,4.67174878,-9.73248709,4.67174878,52.81823233
0.29087227,0.55509966,0.24525340,0.50056795,-0.34380794,0.49051696,0.62499675,132.56088289,26.35725932,-8.18559591,26.35725932,185.67431710,125.81738610,-8.18559591,125.81738610,101.11476162,42.97545896,-16.36805900,-10.03395445,-16.36805900,6.53915256,4.71304338,-10.03395445,4.71304338,52.57061716
0.29083890,0.55614786,0.24524467,0.50059521,-0.34323124,0.49090221,0.62498941,131.78312996,26.15227227,-7.95626374,26.15227227,185.61728528,126.00729884,-7.95626374,126.00729884,101.16970863,43.05227337,-16.13960798,-10.33527827,-16.13960798,6.34745813,4.75081614,-10.33527827,4.75081614,52.32691024
0.29080535,0.55719337,0.24523623,0.50062261,-0.34265434,0.49128906,0.62498006,131.00684695,25.95417030,-7.72763906,25.95417030,185.55854485,126.19646783,-7.72763906,126.19646783,101.22402747,43.11901512,-15.90572408,-10.63625447,-15.90572408,6.15637495,4.78497296,-10.63625447,4.78497296,52.08710163
0.29077155,0.55823610,0.24522809,0.50065013,-0.34207725,0.49167750,0.62496867,130.23207853,25.76302698,-7.49978376,25.76302698,185.49796346,126.38485682,-7.49978376,126.38485682,101.27765939,43.17561903,-15.66659277,-10.93667575,-15.66659277,5.96609153,4.81542500,-10.93667575,4.81542500,51.85117683
0.29073744,0.55927599,0.24522026,0.50067777,-0.34149998,0.49206755,0.62495524,129.45886944,25.57891285,-7.27275870,25.57891285,185.43540724,126.57243037,-7.27275870,126.57243037,101.33054607,43.22202119,-15.42240367,-11.23633173,-15.42240367,5.77679358,4.84208880,-11.23633173,4.84208880,51.61911652
0.29070294,0.56031294,0.24521276,0.50070554,-0.34092252,0.49245920,0.62493978,128.68726447,25.40189538,-7.04662371,25.40189538,185.37074105,126.75915385,-7.04662371,126.75915385,101.38262956,43.25815896,-15.17335034,-11.53500909,-15.17335034,5.58866363,4.86488652,-11.53500909,4.86488652,51.39089642
0.29066799,0.56134686,0.24520561,0.50073343,-0.34034491,0.49285245,0.62492226,127.91730846,25.23203888,-6.82143753,25.23203888,185.30382878,126.94499347,-6.82143753,126.94499347,101.43385238,43.28397096,-14.91963010,-11.83249172,-14.91963010,5.40188074,4.88374609,-11.83249172,4.88374609,51.16648708
0.29063251,0.56237768,0.24519881,0.50076144,-0.33976713,0.49324731,0.62490270,127.14904629,25.06940450,-6.59725783,25.06940450,185.23453360,127.12991623,-6.59725783,127.12991623,101.48415753,43.29939715,-14.66144381,-12.12856090,-14.66144381,5.21662016,4.89860138,-12.12856090,4.89860138,50.94585378
0.29059644,0.56340529,0.24519238,0.50078955,-0.33918920,0.49364376,0.62488107,126.38252293,24.91405017,-6.37414118,24.91405017,185.16271825,127.31388997,-6.37414118,127.31388997,101.53348855,43.30437882,-14.39899562,-12.42299547,-14.39899562,5.03305307,4.90939233,-12.42299547,4.90939233,50.72895635
0.29055969,0.56442960,0.24518633,0.50081778,-0.33861112,0.49404181,0.62485738,125.61778336,24.76603058,-6.15214304,24.76603058,185.08824538,127.49688334,-6.15214304,127.49688334,101.58178957,43.29885863,-14.13249281,-12.71557201,-14.13249281,4.85134625,4.91606512,-12.71557201,4.91606512,50.51574903
0.29052222,0.56545052,0.24518066,0.50084612,-0.33803291,0.49444147,0.62483162,124.85487264,24.62539711,-5.93131774,24.62539711,185.01097778,127.67886580,-5.93131774,127.67886580,101.62900534,43.28278072,-13.86214557,-13.00606502,-13.86214557,4.67166185,4.91857226,-13.00606502,4.91857226,50.30618042
0.29048393,0.56646795,0.24517539,0.50087455,-0.33745457,0.49484273,0.62480378,124.09383589,24.49219782,-5.71171847,24.49219782,184.93077875,127.85980765,-5.71171847,127.85980765,101.67508131,43.25609069,-13.58816671,-13.29424714,-13.58816671,4.49415708,4.91687271,-13.29424714,4.91687271,50.10019332
0.29044478,0.56748179,0.24517053,0.50090310,-0.33687611,0.49524558,0.62477387,123.33471826,24.36647742,-5.49339726,24.36647742,184.84751234,128.03967996,-5.49339726,128.03967996,101.71996370,43.21873575,-13.31077154,-13.57988933,-13.31077154,4.31898399,4.91093198,-13.57988933,4.91093198,49.89772470
0.29040468,0.56849194,0.24516607,0.50093174,-0.33629754,0.49565004,0.62474186,122.57756498,24.24827725,-5.27640501,24.24827725,184.76104371,128.21845461,-5.27640501,128.21845461,101.76359952,43.17066474,-13.03017753,-13.86276111,-13.03017753,4.14628923,4.90072220,-13.86276111,4.90072220,49.69870564
0.29036359,0.56949830,0.24516203,0.50096047,-0.33571887,0.49605610,0.62470776,121.82242131,24.13763525,-5.06079140,24.13763525,184.67123938,128.39610428,-5.06079140,128.39610428,101.80593668,43.11182827,-12.74660417,-14.14263072,-12.74660417,3.97621385,4.88622220,-14.14263072,4.88622220,49.50306126
0.29032144,0.57050078,0.24515841,0.50098930,-0.33514009,0.49646377,0.62467157,121.06933256,24.03458593,-4.84660498,24.03458593,184.57796760,128.57260240,-4.84660498,128.57260240,101.84692404,43.04217879,-12.46027272,-14.41926543,-12.46027272,3.80889305,4.86741753,-14.41926543,4.86741753,49.31071074
0.29027818,0.57149926,0.24515521,0.50101823,-0.33456123,0.49687303,0.62463326,120.31834411,23.93916040,-4.63389306,23.93916040,184.48109861,128.74792320,-4.63389306,128.74792320,101.88651147,42.96167073,-12.17140592,-14.69243168,-12.17140592,3.64445604,4.84430054,-14.69243168,4.84430054,49.12156731
0.29023374,0.57249365,0.24515245,0.50104724,-0.33398228,0.49728389,0.62459285,119.56950137,23.85138629,-4.42270178,23.85138629,184.38050498,128.92204164,-4.42270178,128.92204164,101.92464992,42.87026060,-11.88022783,-14.96189539,-11.88022783,3.48302587,4.81687035,-14.96189539,4.81687035,48.93553826
0.29018809,0.57348386,0.24515010,0.50107634,-0.33340326,0.49769635,0.62455032,118.82284979,23.77128782,-4.21307606,23.77128782,184.27606186,129.09493343,-4.21307606,129.09493343,101.96129150,42.76790712,-11.58696356,-15.22742216,-11.58696356,3.32471924,4.78513286,-15.22742216,4.78513286,48.75252502
0.29014118,0.57446977,0.24514819,0.50110552,-0.33282417,0.49811042,0.62450567,118.07843488,23.69888572,-4.00505963,23.69888572,184.16764734,129.26657500,-4.00505963,129.26657500,101.99638956,42.65457139,-11.29183905,-15.48877751,-11.29183905,3.16964641,4.74910076,-15.48877751,4.74910076,48.57242315
0.29009296,0.57545130,0.24514670,0.50113479,-0.33224503,0.49852608,0.62445889,117.33630215,23.63419729,-3.79869497,23.63419729,184.05514272,129.43694351,-3.79869497,129.43694351,102.02989874,42.53021700,-10.99508082,-15.74572715,-10.99508082,3.01791107,4.70879349,-15.74572715,4.70879349,48.39512252
0.29004340,0.57642835,0.24514564,0.50116414,-0.33166583,0.49894334,0.62440998,116.59649719,23.57723638,-3.59402336,23.57723638,183.93843277,129.60601680,-3.59402336,129.60601680,102.06177504,42.39481022,-10.69691573,-15.99803725,-10.69691573,2.86961020,4.66423716,-15.99803725,4.66423716,48.22050735
0.28999247,0.57740082,0.24514499,0.50119357,-0.33108658,0.49936220,0.62435893,115.85906560,23.52801338,-3.39108485,23.52801338,183.81740609,129.77377340,-3.39108485,129.77377340,102.09197594,42.24832017,-10.39757078,-16.24547464,-10.39757078,2.72483408,4.61546452,-16.24547464,4.61546452,48.04845634
0.28994013,0.57836862,0.24514476,0.50122308,-0.33050730,0.49978266,0.62430573,115.12405298,23.48653525,-3.18991826,23.48653525,183.69195531,129.94019253,-3.18991826,129.94019253,102.12046038,42.09071899,-10.09727285,-16.48780715,-10.09727285,2.58366614,4.56251490,-16.48780715,4.56251490,47.87884284
0.28988636,0.57933166,0.24514495,0.50125267,-0.32992798,0.50020471,0.62425038,114.39150499,23.45280555,-2.99056117,23.45280555,183.56197740,130.10525403,-2.99056117,130.10525403,102.14718891,41.92198203,-9.79624849,-16.72480379,-9.79624849,2.44618297,4.50543405,-16.72480379,4.50543405,47.71153501
0.28983116,0.58028986,0.24514553,0.50128233,-0.32934864,0.50062836,0.62419287,113.66146728,23.42682440,-2.79304994,23.42682440,183.42737392,130.26893840,-2.79304994,130.26893840,102.17212372,41.74208805,-9.49472367,-16.95623509,-9.49472367,2.31245427,4.44427408,-16.95623509,4.44427408,47.54639599
